Colling,Context,Components,Tag,labels
कल्क-अपेताम्,अध्येष्यते च पठिष्यति यः इमम् धर्म्यम् धर्मात् न-अपेतम् संवाद-रूपम् ग्रन्थम् आवयोः तेन इदम् कृतम्,न-अपेतम्,Tn,Tatpurusha
कल्क-अपेताम्,न तथा आत्मन्-ज्ञानम् धर्म-विरोधि किंतु धर्म्यम् धर्मात् न-अपेतम्,न-अपेतम्,Tn,Tatpurusha
कल्क-अपेताम्,ये तु संन्यासिनः धर्म्य-अमृतम् धर्मात् न-अपेतम् धर्म्यम् च तत् अमृतम् च तत्,न-अपेतम्,Tn,Tatpurusha
कल्क-अपेताम्,युद्धम् पृथिवी-जय-द्वारेण धर्म-अर्थम् प्रजा-रक्षण-अर्थम् च इति धर्मात् न-अपेतम् परम् धर्म्यम्,न-अपेतम्,Tn,Tatpurusha
कल्क-अपेताम्,अथ चेत् त्वम् इमम् धर्म्यम् धर्मात् न-अपेतम् विहितम् संग्रामम् युद्धम् न करिष्यसि चेत्,न-अपेतम्,Tn,Tatpurusha
युक्त-दण्डः,चोराणां दस्यूनां च अत्र उग्र-दण्डः अस्ति,उग्र-दण्डः,K1,Tatpurusha
महर्षि-रमणेन,पश्चात् गिरिजा-गृह-स्वामिनः महर्षि-रमणेन सह कीदृशं व्यवहारं कृतवन्तः,महर्षि-रमणेन,K1,Tatpurusha
सु-वेषं,अस्मिन् वारे दस्यवः अपि साधु-वेषं धृत्वा तस्मिन् राजकीये सत्सङ्गे समुपस्थिताः,साधु-वेषं,T6,Tatpurusha
सु-वेषं,इदं दृष्ट्वा वञ्चकः व्याधः साधु-वेषं धृतवान्,साधु-वेषं,T6,Tatpurusha
सु-वेषं,कश्चित् दुर्-आत्मा साधु-वेषं प्रधार्य लोकान् वाक्-जाले निपात्य तान् धत्तूरम्,साधु-वेषं,T6,Tatpurusha
स्वर्ण-अक्षरैः,भारते चरम संग्राम समभवत् यस्य इतिवृत्तम् भारतीय-इतिहासे स्वर्ण-अक्षरैः अङ्कितम् अद्यापि भारतीयम् शौर्यम् स्मारयति,स्वर्ण-अक्षरैः,K1,Tatpurusha
परिश्रम-शील,कृषकः परिश्रम-शील: च आस्ते,परिश्रम-शील:,Bs6,Bahuvrihi
हृदय-परिवर्तनम्,अन्त-काले हृदय-परिवर्तनम्,हृदय-परिवर्तनम्,T6,Tatpurusha
प्रश्न-अर्थान्,तन्त्रं तन्त्र-अर्थान् स्थानं स्थान-अर्थान् अध्यायम् अध्याय-अर्थान् प्रश्नं प्रश्न-अर्थान् च इति पृष्टेन च एतत् वक्तव्यम्,प्रश्न-अर्थान्,T6,Tatpurusha
राज-शार्दूलः,गेहं पविट्ठा सा सुवे णिय्याअइदव्वत्ति भोः चारुदत्त राजन्-श्यालः संस्थानः स-पट्टेन शीर्षेण अनुवन्द्यः विज्ञापयति नाटक-स्त्री,राजन्-श्यालः,T6,Tatpurusha
राज-शार्दूलः,राअसालो सण्ठाणो नहि येन अलङ्कारः प्रेषितः सः राजन्-श्यालः संस्थानः,राजन्-श्यालः,T6,Tatpurusha
राज-शार्दूलः,मारिष भण तम् दरिद्र-सार्थवाह-पुत्रम् चारुदत्त-वटुकम् मम वचनेन राजन्-श्यालः संस्थानकः स-पट्टेन शीर्षेण अनुवन्द्य भणति नाटक-स्त्री,राजन्-श्यालः,T6,Tatpurusha
फल-समृद्धिः,तस्मिन् वर्षे क्षेत्रे फल-समृद्धिः प्राप्ता आपणे उत्तमम् विक्रयणम् जातम्,फल-समृद्धिः,T6,Tatpurusha
फल-समृद्धिः,तस्मात् तत्रत्यैः उत्तमा फल-समृद्धिः प्राप्यते स्म,फल-समृद्धिः,T6,Tatpurusha
सर्वतः-दिशम्,सर्वत्र-गम् न-चिन्त्यम् च कूटस्थम् न-चलम् ध्रुवम्,सर्वत्र-गम्,Tn,Tatpurusha
