Colling,Context,Components,Tag,labels
आसव-योनयः,तम् उवाच भगवान् आत्रेयः-धान्य-फल-मूल-सार-पुष्प-काण्ड-पत्र-त्वचः भवन्ति आसव-योनयः अग्निवेश संग्रहेण अष्टौ शर्करा-नवमीकाः,आसव-योनयः,T6,Tatpurusha
न-उचितम्,मया इदम् न-उचितम् कृतम् यद् भोजनात् प्राक् एव प्रपञ्चः,न-उचितम्,Tn,Tatpurusha
न-गणिता,घोष-महाशय: मिश्र-पादा: नलिनकुमार: मुंशी चतुर्वेदी अन्ये च न-गणिता: सुहृद: समवायन्त समभिनन्दितुम् अस्य पितरम्,न-गणिता:,Tn,Tatpurusha
योग-सञ्ज्ञितम्,तं विद्यात् दुःख-संयोग-वियोगं योग-सञ्ज्ञितम्,योग-सञ्ज्ञितम्,k1,Tatpurusha
दग्ध-उदरस्य,अस्य दग्ध-उदरस्य अर्थे कः कुर्यात् पातकम् महत्,दग्ध-उदरस्य,Bs6,Bahuvrihi
सम्-प्रेरिता,एकम् अर्ध-घटक-आकारम् मृत्तिका-पात्रम् तस्मिन् पात्रे प्रति-दिनम् दया-भावनया सम्-प्रेरिता जना: जल-निवेशम् विदधति स्म,सम्-प्रेरिता,Tp,Tatpurusha
अनु-क्षणं,अतः अनु-क्षणं निद्रितः,अनु-क्षणं,A1,Avyayibhava
कुण्ठा-आख्या,ग्रामे हि कुण्ठा-आख्या नितान्तम् भयानक-रूपा एका वृद्धा प्रतिवसति,कुण्ठा-आख्या,Bs6,Bahuvrihi
दुर्-गन्धः,ते प्रोचुः तव शरीरात् दुर्-गन्धः निःसरति कथम् त्वया सह खेलनम् सम्भवम्,दुर्-गन्धः,Tp,Tatpurusha
स-दर्पम्,तत्व-वचनम् श्रुत्वा कश्चित् कपोतः स-दर्पम् आह आः किम् एवम् उच्यते,स-दर्पम्,BvS,Bahuvrihi
संयत-इन्द्रियः,भवान् संयत-इन्द्रियः,संयत-इन्द्रियः,K1,Tatpurusha
क्रौञ्च-द्वीपेन,घृतोदः च समुद्रः वै क्रौञ्च-द्वीपेन संवृतः,क्रौञ्च-द्वीपेन,K7,Tatpurusha
श्वन्-मृगौ,अक्ष-व्याजजिताः वनं वन-मृगैः यत्पाण्डवाः संश्रिताः,वन-मृगैः,T6,Tatpurusha
स-कुटुम्बम्,यदा मार्ग-अन्तरम् न दृष्टम् तदा सः स-कुटुम्बम् ज्येष्ठस्य पुत्रस्य गृहम् गत्वा अवदत् वत्स,स-कुटुम्बम्,BvS,Bahuvrihi
निर्-उत्तरः,अत्र बन्दी निर्-उत्तरः जातः,निर्-उत्तरः,Bvp,Bahuvrihi
अधर-ओष्ठयो,रामदयालो: स्वरे प्रसृतम् दैन्यम् अभिलक्ष्य केशवप्रसादस्य अधर-ओष्ठयो: सूक्ष्मा स्मित-रेखा-उदियाय,अधर-ओष्ठयो:,Di,Dvandva
न-चलम्,यस्मात् न-चलम् तस्मात् ध्रुवम् नित्यम् इत्यर्थः,न-चलम्,Tn,Tatpurusha
वाच्य-अवाच्यं,योनसस्य लेखस्य अन्तिमं वाक्य-द्वयं यदा पठितं तदा ते चिन्तितवन्तः यत्,वाक्य-द्वयं,T6,Tatpurusha
विभागीय-आचार्य,कुलपतिना प्रशासकैः च विभागीय-आचार्य: स्व-प्रशंसाम् कलाकारयो: सकाशम् प्रापयितुम् अनुरुद्ध: किन्तु,विभागीय-आचार्य:,K1,Tatpurusha
शान्त-मतिभिः,स्वैरम् वा प्रविशन्तु शान्त-मतिभिः जुष्टम् शमाय आश्रमम्,शान्त-मतिभिः,Bs6,Bahuvrihi
न-वर्णनीया,तस्य मित्र-निष्ठा तु न-वर्णनीया एव,न-वर्णनीया,Tn,Tatpurusha
मन्त्र-भ्रष्टः,नु खलु अयम् आ ज्ञातम् विद्याधरः खलु मन्त्र-भ्रष्टः कुतः रूपम् ईदृशम् हि न अन्येषाम्,मन्त्र-भ्रष्टः,T5,Tatpurusha
विद्यालय-छात्रेभ्यः,अयम् एव प्रश्नः मया एकदा विद्यालय-छात्रेभ्यः पृष्ट:,विद्यालय-छात्रेभ्यः,T6,Tatpurusha
